Family	ClassGroup	Class	InPhylo	WithOrWithout	Proportion	ProportionWith	TotalGenomes
Jatrophihabitantaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.0	8
RBG-13-55-18	5Other Actinomycetota	Geothermincolia	Not_In_Phylogeny	7With	0.0	0.0	17
RBG-13-55-18	5Other Actinomycetota	Geothermincolia	Not_In_Phylogeny	6Without	1.0	0.0	17
RBG-13-55-18	5Other Actinomycetota	Geothermincolia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	17
SCTD01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.16666666666666666	0.16666666666666666	6
SCTD01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	0.8333333333333334	0.16666666666666666	6
SCTD01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.16666666666666666	6
JAEZXW01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	1
JAEZXW01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	1
JAEZXW01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
JACDCH01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	9
JACDCH01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	9
JACDCH01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	9
Kineosporiaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.38461538461538464	0.38461538461538464	13
Kineosporiaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	0.6153846153846154	0.38461538461538464	13
Kineosporiaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.38461538461538464	13
Acidothermaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.0	0.0	5
Acidothermaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	1.0	0.0	5
Acidothermaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.0	5
Antricoccaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.2	0.2	5
Antricoccaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	0.8	0.2	5
Antricoccaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.2	5
HRBIN12	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	7With	0.0	0.0	15
HRBIN12	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	6Without	1.0	0.0	15
HRBIN12	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	15
PALSA-610	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	10
PALSA-610	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	10
PALSA-610	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	10
JAHRAM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	1
JAHRAM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	1
JAHRAM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
UBA11373	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	10
UBA11373	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	10
UBA11373	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	10
Motilibacteraceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.2	0.2	5
Motilibacteraceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	0.8	0.2	5
Motilibacteraceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.2	5
CADCTF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	4
CADCTF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	4
CADCTF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	4
JAAYBP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	16
JAAYBP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	16
JAAYBP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	16
Palsa-688	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	44
Palsa-688	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	44
Palsa-688	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	44
GCA-2861595	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	3
GCA-2861595	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	3
GCA-2861595	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	3
SHLN01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	15
SHLN01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	15
SHLN01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	15
JAHEDJ01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	2
JAHEDJ01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	2
JAHEDJ01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
SLCP01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	10
SLCP01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	10
SLCP01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	10
UBA8131	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	14
UBA8131	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	14
UBA8131	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	14
WRKU01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	3
WRKU01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	3
WRKU01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	3
JAHWKP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	1
JAHWKP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	1
JAHWKP01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
CAIXPF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	5
CAIXPF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	5
CAIXPF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	5
JAHIQC01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	2
JAHIQC01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	2
JAHIQC01	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
JAMCPL01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	12
JAMCPL01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	12
JAMCPL01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	12
JAHEXW01	5Other Actinomycetota	JAHEXW01	Not_In_Phylogeny	7With	0.0	0.0	1
JAHEXW01	5Other Actinomycetota	JAHEXW01	Not_In_Phylogeny	6Without	1.0	0.0	1
JAHEXW01	5Other Actinomycetota	JAHEXW01	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
Kmv31	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	1
Kmv31	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	1
Kmv31	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
AC-35	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	1
AC-35	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	1
AC-35	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
JADLDD01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	2
JADLDD01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	2
JADLDD01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
UMGS124	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	17
UMGS124	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	17
UMGS124	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	17
JACQDL01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.0	0.0	1
JACQDL01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	1.0	0.0	1
JACQDL01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.0	1
WLNW01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	5
WLNW01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	5
WLNW01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	5
JAHWLA01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	1
JAHWLA01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	1
JAHWLA01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
WHSQ01	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	7With	0.0	0.0	12
WHSQ01	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	6Without	1.0	0.0	12
WHSQ01	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	12
JAMCQF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	3
JAMCQF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	3
JAMCQF01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	3
PALSA-660	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	7With	0.0	0.0	3
PALSA-660	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	6Without	1.0	0.0	3
PALSA-660	5Other Actinomycetota	Coriobacteriia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	3
JAENVV01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	6
JAENVV01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	6
JAENVV01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	6
Subteraquimicrobiaceae	5Other Actinomycetota	Aquicultoria	Not_In_Phylogeny	7With	0.0	0.0	2
Subteraquimicrobiaceae	5Other Actinomycetota	Aquicultoria	Not_In_Phylogeny	6Without	1.0	0.0	2
Subteraquimicrobiaceae	5Other Actinomycetota	Aquicultoria	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
JAKAOS01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	5
JAKAOS01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	5
JAKAOS01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	5
Actinopolymorphaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.1111111111111111	0.1111111111111111	9
Actinopolymorphaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	0.8888888888888888	0.1111111111111111	9
Actinopolymorphaceae	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.1111111111111111	9
AC-67	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	7With	0.0	0.0	5
AC-67	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	6Without	1.0	0.0	5
AC-67	5Other Actinomycetota	UBA4738	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	5
AC-14	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	10
AC-14	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	10
AC-14	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	10
JAEUJM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	3
JAEUJM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	3
JAEUJM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	3
JAGNEX01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	4
JAGNEX01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	4
JAGNEX01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	4
JAHJRV01	5Other Actinomycetota	Humimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	2
JAHJRV01	5Other Actinomycetota	Humimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	2
JAHJRV01	5Other Actinomycetota	Humimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
JAJYPT01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	1
JAJYPT01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	1
JAJYPT01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	1
JAKAVM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	7With	0.0	0.0	2
JAKAVM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	6Without	1.0	0.0	2
JAKAVM01	5Other Actinomycetota	Acidimicrobiia	Not_In_Phylogeny	5Other Actinomycetota	0.1	0.0	2
WQXJ01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	7With	0.0	0.0	2
WQXJ01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	6Without	1.0	0.0	2
WQXJ01	2Actinomycetia	Actinomycetia	Not_In_Phylogeny	2Actinomycetia	0.1	0.0	2
UBA9087	5Other Actinomycetota	Aquicultoria	Not_In_Phylogeny	7With	0.0	0.0	2
UBA9087	5Other Actinomycetota	Aquicultoria	Not_In_Phylogeny	6Without	1.0	0.0	2
